Chr	Start	End	Cytoband	Gene	RefSeqName	Start.1	End.1	ks_stat	ks_p	log10_ks_p	n_events	Peak.Start	Peak.End	Peak.Start.1	Peak.End.1	type	arm	direction	telcent	negpos	iter	conf	n_right	n_left	ksby	log10_ksby	combined_sig	code
18	43304087	43332485	q12.3	SLC14A1	NM_001308279	0.578662201353541	0.578176096492722	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	43405544	43422521	q12.3	SIGLEC15	NM_213602	0.576925503668347	0.576634898617917	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	43427573	43547305	q12.3	EPG5	NM_020964	0.576548420635071	0.574498899288652	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	43563501	43652250	q21.1	PSTPIP2	NM_024430	0.57422166306336	0.572702495506038	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	43664109	43684199	q21.1	ATP5F1A	NM_001001937	0.572499498198324	0.572155606140649	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	43684297	43708299	q21.1	HAUS1	NR_026978	0.572153928618416	0.571743072612029	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	43753987	43846955	q21.1	C18orf25	NM_145055	0.570961004900179	0.569369618298988	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	43914186	44040783	q21.1	RNF165	NM_001256758	0.568218786694729	0.566051753204162	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	44057216	44236996	q21.1	LOXHD1	NM_144612	0.565770460113879	0.562693062695819	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	44259080	44337132	q21.1	ST8SIA5	NM_001307987	0.562315038195983	0.560978977325617	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	44383187	44497495	q21.1	PIAS2	NM_001354036	0.560190627464182	0.558233951838063	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	44497556	44628614	q21.1	KATNAL2	NM_001353903	0.558232907666061	0.555989512678764	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	44542730	44544371	q21.1	ELOA3C	NM_001354366	0.557459638387145	0.557431548448537	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	44548657	44550534	q21.1	ELOA3	NM_145653	0.557358182527223	0.557326052841197	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	44548657	44550298	q21.1	ELOA3B	NM_001100817	0.557358182527223	0.557330092588614	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	44548657	44550534	q21.1	ELOA3D	NM_001242907	0.557358182527223	0.557326052841197	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	44558942	44561988	q21.1	ELOA2	NM_016427	0.557182128280673	0.557129988150873	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	44633772	44676891	q21.1	HDHD2	NM_001318765	0.555901220233096	0.555163127568342	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	44681389	44702745	q21.1	IER3IP1	NM_016097	0.555086132721382	0.554720569815274	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	44738459	44775554	q21.1	SKOR2	NM_001278063	0.554109232784522	0.55347425638435	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	44812094	45120918	q21.1	MIR4527HG	NR_147192	0.552848780237638	0.547562462625917	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	44906866	44906936	q21.1	MIR4527	NR_039753	0.551226513533308	0.551225315303142	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	45359465	45457517	q21.1	SMAD2	NM_001135937	0.543479116748255	0.541800704401856	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	45553638	45935793	q21.1	ZBTB7C	NM_001318841	0.540155346090468	0.533613779674298	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	45778671	45779208	q21.1	C18orf12	NM_001350280	0.536303327105161	0.53629413496803	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	46065426	46389586	q21.1	CTIF	NM_014772	0.531394777229669	0.525845944506127	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	46196970	46197039	q21.1	MIR4743	NR_039897	0.529143063101505	0.529141881988913	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	46446222	46477081	q21.1	SMAD7	NM_005904	0.524876473596297	0.524348242386351	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	46550072	46574843	q21.1	LOC100129878	NR_148999	0.523098813556995	0.522674794136355	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	46567843	46987103	q21.1	DYM	NM_017653	0.522794617152966	0.515617903160887	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	46576056	46576138	q21.1	MIR4744	NR_039898	0.522654030519333	0.522652626878281	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	47007547	47013644	q21.1	C18orf32	NM_001199346	0.515267951482086	0.515163585634617	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	47007547	47018935	q21.1	RPL17-C18orf32	NM_001199356	0.515267951482086	0.515073016551633	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	47013742	47013792	q21.1	MIR1539	NR_031720	0.515161908112385	0.515161052233694	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	47014850	47018935	q21.1	RPL17	NM_001199340	0.515142941840612	0.515073016551633	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	47015604	47015694	q21.1	SNORD58C	NR_003701	0.515130035189966	0.515128494608324	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	47017652	47017717	q21.1	SNORD58A	NR_002571	0.51509497839882	0.515093865756523	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	47018033	47018099	q21.1	SNORD58B	NR_002572	0.515088456603202	0.515087326843331	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
18	47088400	47119279	q21.1	LIPG	NM_006033	0.513883944287501	0.51335537072608	0.385528421345597	1.06345199793112e-09	8.97328210849197	72	38320834	47121315	0.51332051934582	0.663963402353331	coadread	18q	del	tel	p	1	0.95	60	15	2.02284794956522e-07	6.694036760405929	2.5807414246686924	p
1	37920479	37940044	p34.3	LINC01137	NR_038842	0.295816547430323	0.295983329530264	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	37940118	37949978	p34.3	ZC3H12A	NM_001323551	0.295983960344238	0.296068012043978	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	37945830	37945890	p34.3	MIR6732	NR_106790	0.296032652363397	0.296033163834187	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	37955560	37980420	p34.3	MEAF6	NR_073090	0.296115595876427	0.296327515273541	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	37966535	37966595	p34.3	MIR5581	NR_049844	0.296209152408339	0.296209663879128	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	38000049	38019945	p34.3	SNIP1	NM_024700	0.296494842942324	0.29666444665612	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	38022519	38032458	p34.3	DNALI1	NM_003462	0.296686388752989	0.296771113889269	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	38032412	38061586	p34.3	GNL2	NM_001323623	0.296770721761664	0.297019415908542	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	38076950	38100595	p34.3	RSPO1	NM_001242908	0.297150386528705	0.297351948642331	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	38147241	38157946	p34.3	C1orf109	NM_001350765	0.29774958308311	0.297840837996469	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	38158072	38175391	p34.3	CDCA8	NM_001256875	0.297841912085127	0.297989548128515	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	38181645	38230824	p34.3	EPHA10	NM_001099439	0.298042860433806	0.298462087466415	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	38259773	38267278	p34.3	MANEAL	NM_001113482	0.298708863597833	0.298772840069085	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	38268613	38273865	p34.3	YRDC	NM_024640	0.298784220294152	0.298828991037259	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	38273472	38275126	p34.3	C1orf122	NM_198446	0.298825640903587	0.298839740448351	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	38275238	38325292	p34.3	MTF1	NM_005955	0.298840695193825	0.299267381175447	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	38326368	38412729	p34.3	INPP5B	NM_005540	0.299276553551605	0.300012739032464	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	38422651	38455782	p34.3	SF3A3	NM_001320830	0.30009731925202	0.300379744897465	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	38462441	38471187	p34.3	FHL3	NM_001243878	0.300436509630586	0.300511065022668	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	38478383	38490497	p34.3	UTP11	NM_016037	0.300572407419354	0.300675673371753	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	38509522	38512450	p34.3	POU3F1	NM_002699	0.300837852234589	0.300862812009116	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	38554902	38555001	p34.3	MIR3659	NR_037432	0.301224694641709	0.301225538568512	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	38674705	38680439	p34.3	LINC01343	NR_038928	0.302245956891605	0.302294836450054	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	38940867	38942156	p34.3	LINC01685	NR_146761	0.304514858362827	0.304525846460288	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	39303868	39325495	p34.3	RRAGC	NM_001271851	0.307609265163779	0.307793624809852	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	39328161	39347298	p34.3	GJA9-MYCBP	NR_037633	0.307816351161932	0.307979484770241	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	39328161	39339050	p34.3	MYCBP	NR_037632	0.307816351161932	0.307909174585712	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	39339072	39341898	p34.3	LOC105378663	NR_135048	0.307909362125002	0.307933452399187	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	39339738	39347298	p34.3	GJA9	NM_030772	0.307915039450765	0.307979484770241	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	39351477	39407502	p34.3	RHBDL2	NM_017821	0.308015108710729	0.30849269456042	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	39456915	39471737	p34.3	AKIRIN1	NM_024595	0.308913916329107	0.309040266663139	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	39491966	39500308	p34.3	NDUFS5	NM_004552	0.309212709039817	0.309283820528583	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	39549838	39952810	p34.3	MACF1	NM_012090	0.30970603966531	0.31314117978171	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	39875175	39882154	p34.3	KIAA0754	NM_015038	0.31247937920267	0.312538871780002	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	39957317	39995541	p34.3	BMP8A	NM_181809	0.313179599762514	0.313505440753474	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	39980537	39982341	p34.3	OXCT2P1	NR_132962	0.313377538958048	0.313392917179786	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	39987951	40025370	p34.3	PPIEL	NR_003929	0.313440739698603	0.313759718456471	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	40026484	40042521	p34.3	PABPC4	NM_003819	0.313769214764129	0.313905922381648	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	40030741	40038875	p34.3	LOC101929516	NR_125979	0.313805503616644	0.313874842006673	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	40033045	40033182	p34.3	SNORA55	NR_002983	0.313825144094961	0.313826311953263	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	40089102	40105348	p34.3	HEYL	NM_014571	0.314303002729072	0.31444149196984	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
1	40124792	40137710	p34.2	NT5C1A	NM_032526	0.314607242603689	0.314717362264667	0.212075661528303	0.0006820890396832	3.16615892898127	89	37744486	55514073	0.294316292786066	0.445793370983948	coadread	1p	del	tel	n	1	0.95	47	51	0.0324359354730736	1.488973572223188	0.3157750553273931	n
